accumulated_power,activity_type,cadence,cycle_length16,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,power,stance_time,stance_time_balance,stance_time_percent,step_length,timestamp,unknown_107,unknown_134,unknown_135,unknown_136,unknown_140,unknown_143,unknown_90,vertical_oscillation,vertical_ratio
91,running,48,357.89,2.06,51.200000000000045,1.278,0.5,61,603921825,-40548166,91,,,,798.0,2026-06-16 07:11:40+00:00,0,,31,61,1326,89,,57.6,7.21
188,running,48,349.51,3.52,51.200000000000045,1.334,0.5,60,603921866,-40548382,97,,,,833.0,2026-06-16 07:11:41+00:00,1,,33,60,1384,89,,58.1,6.97
296,running,48,282.77,5.09,51.200000000000045,1.596,0.0,61,603921859,-40548664,108,,,,997.0,2026-06-16 07:11:42+00:00,1,,36,61,1655,89,,60.2,6.04
296,running,0,245.72,6.63,51.200000000000045,1.633,0.0,62,603921832,-40548945,0,,,,,2026-06-16 07:11:43+00:00,1,,37,62,1693,89,,,
296,running,0,99.82,8.63,51.0,1.596,0.0,63,603921798,-40549256,0,,,,,2026-06-16 07:11:44+00:00,1,,37,63,1655,89,,,
296,running,0,90.26,10.63,51.0,1.633,0.0,64,603921770,-40549590,0,,,,,2026-06-16 07:11:45+00:00,1,,36,64,1693,89,,,
518,running,75,74.61,12.18,50.799999999999955,1.913,0.0,65,603921717,-40549850,222,325.0,,,765.0,2026-06-16 07:11:46+00:00,1,,38,65,1984,89,,81.4,10.64
739,running,75,58.77,13.86,50.799999999999955,1.913,0.0,66,603921602,-40550072,221,325.0,,,765.0,2026-06-16 07:11:47+00:00,1,,41,66,1976,89,,81.4,10.64
937,running,75,53.95,16.07,50.799999999999955,1.736,0.0,67,603921576,-40550510,198,329.0,,,694.0,2026-06-16 07:11:48+00:00,1,,44,67,1793,89,,77.1,11.11
1134,running,75,44.49,17.92,50.799999999999955,1.736,0.0,68,603921486,-40550763,197,329.0,,,694.0,2026-06-16 07:11:49+00:00,1,,46,68,1793,89,,77.1,11.11
1347,running,75,44.32,19.61,51.0,1.922,0.0,69,603921403,-40551021,213,325.0,,,768.0,2026-06-16 07:11:50+00:00,1,,49,69,1985,89,,81.6,10.61
1560,running,77,39.77,21.43,51.0,1.922,0.0,70,603921330,-40551294,213,316.0,,,748.0,2026-06-16 07:11:51+00:00,1,,51,70,1985,89,,79.8,10.66
1770,running,79,0.0,23.06,51.0,1.847,0.5,71,603921265,-40551554,210,305.0,,,692.0,2026-06-16 07:11:52+00:00,1,,52,71,1908,89,,75.7,10.93
1979,running,81,0.0,25.39,50.799999999999955,1.838,0.0,72,603921195,-40551863,209,302.0,,,680.0,2026-06-16 07:11:53+00:00,1,,54,72,1851,89,,74.5,10.94
2184,running,81,0.0,26.84,50.799999999999955,1.838,0.5,73,603921125,-40552132,205,302.0,,,680.0,2026-06-16 07:11:54+00:00,1,,55,73,1851,89,,74.5,10.94
2392,running,81,0.0,28.32,50.799999999999955,1.875,0.5,74,603921028,-40552306,208,301.0,,,694.0,2026-06-16 07:11:55+00:00,1,,57,74,1888,89,,75.3,10.84
2600,running,81,0.0,30.08,50.60000000000002,1.875,0.0,75,603920927,-40552571,208,301.0,,,694.0,2026-06-16 07:11:56+00:00,1,,58,75,1888,89,,75.3,10.84
2802,running,80,0.0,32.49,50.60000000000002,1.829,0.5,76,603920862,-40552999,202,306.0,,,685.0,2026-06-16 07:11:57+00:00,1,,57,76,1841,89,,75.2,10.96
3003,running,80,0.0,34.68,50.60000000000002,1.819,0.5,76,603920782,-40553336,201,303.0,,,673.0,2026-06-16 07:11:58+00:00,1,,57,76,1832,89,,73.9,10.97
3210,running,80,0.0,36.74,50.60000000000002,1.885,0.5,77,603920668,-40553613,207,305.0,,,706.0,2026-06-16 07:11:59+00:00,1,,59,77,1871,89,,76.2,10.79
3423,running,80,0.0,39.44,50.39999999999998,1.931,0.0,78,603920584,-40554090,213,303.0,,,724.0,2026-06-16 07:12:00+00:00,1,,59,78,1917,89,,77.5,10.7
3640,running,80,0.0,41.99,50.200000000000045,1.959,0.0,79,603920483,-40554437,217,303.0,,,734.0,2026-06-16 07:12:01+00:00,1,,58,79,1945,89,,77.8,10.59
3867,running,78,0.0,44.21,50.200000000000045,2.034,0.5,80,603920385,-40554738,227,309.0,,,782.0,2026-06-16 07:12:02+00:00,1,,57,80,2019,89,,81.4,10.41
4100,running,78,0.0,46.1,50.0,2.099,0.5,81,603920337,-40555116,233,307.0,,,807.0,2026-06-16 07:12:03+00:00,1,,56,81,2084,89,,83.0,10.28
4333,running,79,0.0,47.82,50.0,2.118,0.5,81,603920258,-40555365,233,303.0,,,804.0,2026-06-16 07:12:04+00:00,1,,56,81,2098,89,,82.2,10.22
4565,running,80,0.0,49.9,50.0,2.118,0.5,82,603920148,-40555658,232,299.0,,,794.0,2026-06-16 07:12:05+00:00,1,,58,82,2098,89,,81.1,10.22
4791,running,81,0.0,52.17,50.0,2.099,0.0,83,603920029,-40556045,226,296.0,,,777.0,2026-06-16 07:12:06+00:00,1,,58,83,2079,89,,79.6,10.24
5015,running,81,0.0,54.02,50.0,2.099,0.0,84,603919946,-40556333,224,296.0,,,777.0,2026-06-16 07:12:07+00:00,1,,58,84,2079,89,,79.6,10.24
5239,running,80,0.0,56.1,50.0,2.099,0.5,85,603919829,-40556576,224,300.0,,,787.0,2026-06-16 07:12:08+00:00,1,,59,85,2079,89,,80.6,10.24
5461,running,79,0.0,58.38,50.0,2.081,0.5,86,603919731,-40556959,222,304.0,,,790.0,2026-06-16 07:12:09+00:00,1,,59,86,2061,89,,81.4,10.3
5681,running,79,0.0,60.4,50.0,2.081,0.5,87,603919614,-40557244,220,304.0,,,790.0,2026-06-16 07:12:10+00:00,1,,59,87,2008,89,,81.4,10.3
5901,running,78,0.0,62.59,49.799999999999955,2.09,0.5,88,603919489,-40557503,220,304.0,,,793.0,2026-06-16 07:12:11+00:00,1,,60,88,2017,89,,81.5,10.27
6122,running,78,0.0,64.91,49.799999999999955,2.099,0.5,89,603919385,-40557910,221,307.0,,,807.0,2026-06-16 07:12:12+00:00,1,,59,89,2026,89,,83.0,10.28
6343,running,78,0.0,66.97,49.799999999999955,2.099,0.5,89,603919286,-40558212,221,307.0,,,807.0,2026-06-16 07:12:13+00:00,1,,59,89,2026,89,,83.0,10.28
6565,running,79,0.0,68.94,49.60000000000002,2.118,0.5,90,603919198,-40558497,222,303.0,,,804.0,2026-06-16 07:12:14+00:00,1,,56,90,2044,89,,82.2,10.22
6786,running,79,0.0,71.16,49.60000000000002,2.118,0.5,91,603919063,-40558853,221,299.0,,,794.0,2026-06-16 07:12:15+00:00,1,,55,91,2044,89,,81.1,10.22
7004,running,79,0.0,73.35,49.60000000000002,2.109,0.5,91,603918933,-40559142,218,300.0,,,790.0,2026-06-16 07:12:16+00:00,1,,55,91,2034,89,,80.7,10.2
7222,running,79,0.0,75.46,49.60000000000002,2.109,0.5,92,603918817,-40559420,218,300.0,,,790.0,2026-06-16 07:12:17+00:00,1,,55,92,2034,89,,80.7,10.2
7440,running,80,0.0,78.56,49.39999999999998,2.118,0.5,92,603918642,-40559890,218,299.0,,,794.0,2026-06-16 07:12:18+00:00,1,,55,92,2043,89,,81.1,10.22
7658,running,80,0.0,80.55,49.39999999999998,2.118,0.5,93,603918547,-40560105,218,299.0,,,794.0,2026-06-16 07:12:19+00:00,1,,56,93,2043,89,,81.1,10.22
7881,running,80,0.0,82.57,49.39999999999998,2.155,0.5,94,603918406,-40560372,223,298.0,,,808.0,2026-06-16 07:12:20+00:00,1,,55,94,2079,89,,81.9,10.14
8104,running,80,0.0,84.9,49.39999999999998,2.155,0.5,95,603918291,-40560772,223,298.0,,,808.0,2026-06-16 07:12:21+00:00,1,,55,95,2079,89,,81.9,10.14
8326,running,81,0.0,87.08,49.200000000000045,2.155,0.5,95,603918176,-40561019,222,295.0,,,798.0,2026-06-16 07:12:22+00:00,1,,55,95,2079,89,,80.6,10.09
8550,running,81,0.0,89.05,49.200000000000045,2.165,0.5,96,603918053,-40561245,224,295.0,,,801.0,2026-06-16 07:12:23+00:00,1,,55,96,2088,89,,80.7,10.06
8773,running,80,0.0,90.89,49.200000000000045,2.165,0.5,96,603917967,-40561608,223,295.0,,,801.0,2026-06-16 07:12:24+00:00,1,,55,96,2088,89,,80.7,10.06
8996,running,80,0.0,92.92,49.200000000000045,2.165,0.5,97,603917890,-40561900,223,298.0,,,811.0,2026-06-16 07:12:25+00:00,1,,56,97,2088,89,,82.0,10.11
9218,running,80,0.0,94.63,49.0,2.155,0.5,97,603917803,-40562133,222,298.0,,,808.0,2026-06-16 07:12:26+00:00,1,,56,97,2077,89,,81.9,10.14
9440,running,80,0.0,96.58,49.0,2.155,0.5,97,603917758,-40562477,222,298.0,,,808.0,2026-06-16 07:12:27+00:00,1,,56,97,2077,89,,81.9,10.14
9659,running,80,0.0,98.71,49.0,2.137,0.5,98,603917716,-40562802,219,299.0,,,801.0,2026-06-16 07:12:28+00:00,1,,55,98,2059,89,,81.4,10.16
9877,running,80,0.0,100.44,48.799999999999955,2.127,0.5,99,603917628,-40563073,218,296.0,,,787.0,2026-06-16 07:12:29+00:00,1,,52,99,2050,89,,79.9,10.14
10097,running,80,0.0,102.61,48.799999999999955,2.127,0.5,99,603917460,-40563460,220,299.0,,,797.0,2026-06-16 07:12:30+00:00,1,,52,99,2050,89,,81.2,10.19
10317,running,78,0.0,104.77,48.799999999999955,2.118,0.5,100,603917351,-40563756,220,307.0,,,814.0,2026-06-16 07:12:31+00:00,1,,52,100,2038,89,,83.2,10.22
10537,running,77,0.0,107.15,48.799999999999955,2.118,0.5,100,603917235,-40564055,220,307.0,,,814.0,2026-06-16 07:12:32+00:00,1,,52,100,2038,89,,83.2,10.22
10757,running,77,0.0,109.54,48.799999999999955,2.118,0.5,100,603917103,-40564473,220,307.0,,,814.0,2026-06-16 07:12:33+00:00,1,,52,100,2038,89,,83.2,10.22
10980,running,78,0.0,111.72,48.799999999999955,2.137,0.5,101,603916987,-40564740,223,306.0,,,821.0,2026-06-16 07:12:34+00:00,1,,50,101,2056,89,,83.8,10.2
11208,running,80,0.0,113.67,48.60000000000002,2.165,0.0,101,603916873,-40564995,228,298.0,,,811.0,2026-06-16 07:12:35+00:00,1,,50,101,2083,89,,82.0,10.11
11435,running,81,0.0,115.8,48.60000000000002,2.165,0.5,101,603916749,-40565333,227,295.0,,,801.0,2026-06-16 07:12:36+00:00,1,,50,101,2079,89,,80.7,10.06
11660,running,81,0.0,118.04,48.60000000000002,2.146,0.5,102,603916629,-40565633,225,295.0,,,794.0,2026-06-16 07:12:37+00:00,1,,51,102,2061,89,,80.5,10.13
11885,running,80,0.0,119.74,48.39999999999998,2.146,0.5,103,603916539,-40565820,225,299.0,,,804.0,2026-06-16 07:12:38+00:00,1,,51,103,2061,89,,81.5,10.12
12108,running,80,0.0,121.94,48.39999999999998,2.137,0.5,103,603916435,-40566238,223,299.0,,,801.0,2026-06-16 07:12:39+00:00,1,,51,103,2052,89,,81.4,10.16
12328,running,79,0.0,124.12,48.200000000000045,2.118,0.5,103,603916418,-40566585,220,303.0,,,804.0,2026-06-16 07:12:40+00:00,1,,51,103,2034,89,,82.2,10.22
12547,running,79,0.0,126.25,48.0,2.118,0.5,104,603916327,-40566891,219,303.0,,,804.0,2026-06-16 07:12:41+00:00,1,,52,104,2029,89,,82.2,10.22
12766,running,79,0.0,128.37,48.0,2.127,0.5,104,603916293,-40567299,219,303.0,,,807.0,2026-06-16 07:12:42+00:00,1,,52,104,2038,89,,82.3,10.19
12984,running,80,0.0,130.41,47.799999999999955,2.127,0.0,105,603916268,-40567614,218,299.0,,,797.0,2026-06-16 07:12:43+00:00,1,,53,105,2038,89,,81.2,10.19
13202,running,81,0.0,132.3,47.799999999999955,2.127,0.5,105,603916180,-40567879,218,296.0,,,787.0,2026-06-16 07:12:44+00:00,1,,53,105,2038,89,,79.9,10.14
13421,running,82,0.0,133.96,47.799999999999955,2.127,0.5,106,603916127,-40568253,219,292.0,,,778.0,2026-06-16 07:12:45+00:00,1,,51,106,2038,89,,79.0,10.15
13640,running,82,0.0,135.88,48.0,2.118,0.5,106,603916026,-40568507,219,293.0,,,774.0,2026-06-16 07:12:46+00:00,1,,51,106,2034,89,,78.5,10.14
13857,running,82,0.0,137.82,48.0,2.081,0.5,106,603915904,-40568782,217,293.0,,,761.0,2026-06-16 07:12:47+00:00,1,,51,106,1999,89,,78.1,10.26
14075,running,80,0.0,140.2,48.0,2.071,0.5,107,603915768,-40569129,218,300.0,,,776.0,2026-06-16 07:12:48+00:00,1,,50,107,1990,89,,80.2,10.33
14294,running,79,0.0,142.47,48.0,2.071,0.5,107,603915698,-40569482,219,304.0,,,786.0,2026-06-16 07:12:49+00:00,1,,50,107,1990,89,,81.2,10.33
14516,running,79,0.0,144.51,48.0,2.09,0.5,107,603915601,-40569770,222,304.0,,,793.0,2026-06-16 07:12:50+00:00,1,,50,107,2007,89,,81.5,10.27
14739,running,79,0.0,146.71,48.0,2.09,0.5,107,603915535,-40570129,223,304.0,,,793.0,2026-06-16 07:12:51+00:00,1,,50,107,2007,89,,81.5,10.27
14964,running,78,0.0,148.78,48.0,2.099,0.5,107,603915473,-40570485,225,303.0,,,797.0,2026-06-16 07:12:52+00:00,1,,50,107,2039,89,,81.9,10.28
15189,running,78,0.0,150.5,47.799999999999955,2.099,0.5,108,603915411,-40570711,225,307.0,,,807.0,2026-06-16 07:12:53+00:00,1,,50,108,2039,89,,83.0,10.28
15413,running,78,0.0,152.38,47.799999999999955,2.099,0.5,108,603915318,-40571044,224,307.0,,,807.0,2026-06-16 07:12:54+00:00,1,,50,108,2039,89,,83.0,10.28
15633,running,78,0.0,154.96,47.799999999999955,2.071,0.5,108,603915301,-40571514,220,304.0,,,786.0,2026-06-16 07:12:55+00:00,1,,50,108,2012,89,,81.2,10.33
15853,running,78,0.0,157.09,47.60000000000002,2.071,0.5,109,603915246,-40571816,220,304.0,,,786.0,2026-06-16 07:12:56+00:00,1,,49,109,2012,89,,81.2,10.33
16074,running,78,0.0,159.26,47.60000000000002,2.09,0.5,109,603915164,-40572180,221,304.0,,,793.0,2026-06-16 07:12:57+00:00,1,,49,109,2030,89,,81.5,10.27
16295,running,77,0.0,161.63,47.60000000000002,2.09,0.5,109,603915105,-40572587,221,308.0,,,803.0,2026-06-16 07:12:58+00:00,1,,49,109,2030,89,,82.5,10.27
16519,running,77,0.0,164.21,47.60000000000002,2.099,0.5,110,603915040,-40572937,224,307.0,,,807.0,2026-06-16 07:12:59+00:00,1,,50,110,2039,89,,83.0,10.28
16744,running,78,0.0,166.28,47.39999999999998,2.109,0.5,110,603914929,-40573250,225,303.0,,,800.0,2026-06-16 07:13:00+00:00,1,,50,110,2048,89,,82.1,10.25
16970,running,79,0.0,168.76,47.39999999999998,2.127,0.5,110,603914870,-40573679,226,303.0,,,807.0,2026-06-16 07:13:01+00:00,1,,50,110,2066,89,,82.3,10.19
17196,running,79,0.0,170.92,47.200000000000045,2.127,0.5,110,603914774,-40573935,226,303.0,,,807.0,2026-06-16 07:13:02+00:00,1,,50,110,2066,89,,82.3,10.19
17423,running,80,0.0,172.94,47.200000000000045,2.146,0.5,111,603914689,-40574237,227,299.0,,,804.0,2026-06-16 07:13:03+00:00,1,,50,111,2084,89,,81.5,10.12
17649,running,80,0.0,175.06,47.0,2.146,0.5,111,603914660,-40574593,226,299.0,,,804.0,2026-06-16 07:13:04+00:00,1,,50,111,2084,89,,81.5,10.12
17873,running,80,0.0,176.89,47.0,2.137,0.5,111,603914629,-40574883,224,299.0,,,801.0,2026-06-16 07:13:05+00:00,1,,50,111,2075,89,,81.4,10.16
18096,running,80,0.0,178.77,47.0,2.137,0.5,111,603914580,-40575216,223,299.0,,,801.0,2026-06-16 07:13:06+00:00,1,,50,111,2075,89,,81.4,10.16
18319,running,81,0.0,180.93,47.0,2.137,0.0,112,603914527,-40575680,223,295.0,,,791.0,2026-06-16 07:13:07+00:00,1,,42,112,2075,89,,80.4,10.16
18540,running,81,0.0,182.93,47.0,2.127,0.0,112,603914485,-40575928,221,296.0,,,787.0,2026-06-16 07:13:08+00:00,1,,42,112,2033,89,,79.9,10.14
18762,running,79,0.0,184.94,46.799999999999955,2.127,0.5,112,603914394,-40576286,222,303.0,,,807.0,2026-06-16 07:13:09+00:00,1,,42,112,2033,89,,82.3,10.19
18983,running,79,0.0,187.07,46.799999999999955,2.127,0.5,112,603914294,-40576588,221,303.0,,,807.0,2026-06-16 07:13:10+00:00,1,,42,112,2033,89,,82.3,10.19
19204,running,79,0.0,188.58,46.60000000000002,2.127,0.5,113,603914148,-40576767,221,303.0,,,807.0,2026-06-16 07:13:11+00:00,1,,35,113,2033,89,,82.3,10.19
19424,running,79,0.0,190.48,46.60000000000002,2.118,0.5,113,603914002,-40577019,220,303.0,,,804.0,2026-06-16 07:13:12+00:00,1,,35,113,2024,89,,82.2,10.22
19645,running,79,0.0,192.34,46.60000000000002,2.118,0.5,113,603913857,-40577253,221,303.0,,,804.0,2026-06-16 07:13:13+00:00,1,,35,113,2024,89,,82.2,10.22
19866,running,79,0.0,194.16,46.60000000000002,2.109,0.5,113,603913725,-40577487,221,303.0,,,800.0,2026-06-16 07:13:14+00:00,1,,35,113,2015,89,,82.1,10.25
20087,running,79,0.0,195.93,46.60000000000002,2.109,0.5,113,603913622,-40577718,221,303.0,,,800.0,2026-06-16 07:13:15+00:00,1,,35,113,2015,89,,82.1,10.25
20308,running,79,0.0,198.35,46.60000000000002,2.099,0.5,113,603913476,-40578122,221,303.0,,,797.0,2026-06-16 07:13:16+00:00,1,,35,113,2006,89,,81.9,10.28
20530,running,79,0.0,200.47,46.60000000000002,2.099,0.5,113,603913346,-40578420,222,303.0,,,797.0,2026-06-16 07:13:17+00:00,1,,35,113,2006,89,,81.9,10.28
20753,running,78,0.0,202.68,46.60000000000002,2.099,0.5,114,603913196,-40578691,223,303.0,,,797.0,2026-06-16 07:13:18+00:00,1,,33,114,2006,89,,81.9,10.28
20976,running,78,0.0,204.59,46.60000000000002,2.099,0.5,113,603913090,-40579041,223,303.0,,,797.0,2026-06-16 07:13:19+00:00,1,,32,113,2019,89,,81.9,10.28
21198,running,78,0.0,206.92,46.39999999999998,2.099,0.5,113,603912920,-40579387,222,303.0,,,797.0,2026-06-16 07:13:20+00:00,1,,32,113,2019,89,,81.9,10.28
21420,running,79,0.0,209.96,46.39999999999998,2.099,0.5,113,603912758,-40579762,222,303.0,,,797.0,2026-06-16 07:13:21+00:00,1,,32,113,2019,89,,81.9,10.28
21641,running,79,0.0,213.17,46.200000000000045,2.099,0.5,113,603912550,-40580219,221,303.0,,,797.0,2026-06-16 07:13:22+00:00,1,,32,113,2019,89,,81.9,10.28
21863,running,79,0.0,216.06,46.200000000000045,2.099,0.5,113,603912399,-40580591,222,303.0,,,797.0,2026-06-16 07:13:23+00:00,1,,32,113,2019,89,,81.9,10.28
22084,running,79,0.0,218.45,46.200000000000045,2.099,0.5,113,603912253,-40580822,221,303.0,,,797.0,2026-06-16 07:13:24+00:00,1,,32,113,2019,89,,81.9,10.28
22308,running,80,0.0,220.69,46.0,2.127,0.5,113,603912099,-40581162,224,299.0,,,797.0,2026-06-16 07:13:25+00:00,1,,32,113,2046,89,,81.2,10.19
22533,running,80,0.0,222.76,46.0,2.137,0.5,113,603911958,-40581412,225,299.0,,,801.0,2026-06-16 07:13:26+00:00,1,,32,113,2055,89,,81.4,10.16
22758,running,80,0.0,224.45,46.0,2.146,0.5,113,603911839,-40581596,225,299.0,,,804.0,2026-06-16 07:13:27+00:00,1,,32,113,2063,89,,81.5,10.12
22982,running,80,0.0,226.74,45.799999999999955,2.146,0.5,112,603911670,-40581934,224,299.0,,,804.0,2026-06-16 07:13:28+00:00,1,,33,112,2063,89,,81.5,10.12
23203,running,79,0.0,228.91,45.60000000000002,2.137,0.5,112,603911539,-40582281,221,299.0,,,801.0,2026-06-16 07:13:29+00:00,1,,33,112,2036,89,,81.4,10.16
23422,running,79,0.0,231.14,45.60000000000002,2.137,0.5,112,603911401,-40582557,219,299.0,,,801.0,2026-06-16 07:13:30+00:00,1,,33,112,2036,89,,81.4,10.16
23642,running,79,0.0,233.23,45.39999999999998,2.146,0.5,112,603911239,-40582788,220,299.0,,,804.0,2026-06-16 07:13:31+00:00,1,,33,112,2045,89,,81.5,10.12
23863,running,78,0.0,235.41,45.39999999999998,2.146,0.5,112,603911080,-40583151,221,302.0,,,814.0,2026-06-16 07:13:32+00:00,1,,33,112,2045,89,,82.9,10.17
24085,running,78,0.0,237.61,45.39999999999998,2.146,0.5,112,603910951,-40583428,222,306.0,,,825.0,2026-06-16 07:13:33+00:00,1,,33,112,2045,89,,84.0,10.17
24307,running,77,0.0,239.79,45.39999999999998,2.146,0.5,112,603910825,-40583687,222,306.0,,,825.0,2026-06-16 07:13:34+00:00,1,,33,112,2045,89,,84.0,10.17
24530,running,77,0.0,242.06,45.60000000000002,2.155,0.5,113,603910678,-40584005,223,306.0,,,828.0,2026-06-16 07:13:35+00:00,1,,40,113,2054,89,,84.1,10.14
24753,running,79,0.0,244.31,45.39999999999998,2.155,0.0,113,603910569,-40584311,223,302.0,,,818.0,2026-06-16 07:13:36+00:00,1,,40,113,2054,89,,83.0,10.14
24977,running,79,0.0,245.86,45.39999999999998,2.155,0.0,113,603910456,-40584530,224,302.0,,,818.0,2026-06-16 07:13:37+00:00,1,,40,113,2054,89,,83.0,10.14
25201,running,78,0.0,248.14,45.39999999999998,2.155,0.5,113,603910293,-40584803,224,302.0,,,818.0,2026-06-16 07:13:38+00:00,1,,40,113,2054,89,,83.0,10.14
25425,running,77,0.0,250.24,45.200000000000045,2.146,0.5,113,603910157,-40585101,224,306.0,,,825.0,2026-06-16 07:13:39+00:00,1,,40,113,2045,89,,84.0,10.17
25649,running,77,0.0,252.36,45.200000000000045,2.146,0.5,113,603910051,-40585430,224,306.0,,,825.0,2026-06-16 07:13:40+00:00,1,,40,113,2043,89,,84.0,10.17
25873,running,77,0.0,254.39,45.200000000000045,2.146,0.5,112,603909926,-40585654,224,306.0,,,825.0,2026-06-16 07:13:41+00:00,1,,46,112,2043,89,,84.0,10.17
26097,running,77,0.0,256.64,45.0,2.146,0.5,113,603909780,-40586029,224,306.0,,,825.0,2026-06-16 07:13:42+00:00,1,,47,113,2043,89,,84.0,10.17
26322,running,77,0.0,258.91,45.0,2.146,0.5,113,603909618,-40586327,225,306.0,,,825.0,2026-06-16 07:13:43+00:00,1,,47,113,2043,89,,84.0,10.17
26547,running,77,0.0,260.95,45.0,2.146,0.5,113,603909479,-40586517,225,306.0,,,825.0,2026-06-16 07:13:44+00:00,1,,47,113,2043,89,,84.0,10.17
26773,running,77,0.0,263.45,45.0,2.146,0.5,113,603909299,-40586874,226,306.0,,,825.0,2026-06-16 07:13:45+00:00,1,,47,113,2069,89,,84.0,10.17
27000,running,78,0.0,265.57,45.0,2.146,0.5,112,603909170,-40587148,227,302.0,,,814.0,2026-06-16 07:13:46+00:00,1,,46,112,2069,89,,82.9,10.17
27229,running,78,0.0,267.45,45.0,2.155,0.5,112,603909053,-40587371,229,302.0,,,818.0,2026-06-16 07:13:47+00:00,1,,46,112,2078,89,,83.0,10.14
27457,running,78,0.0,269.49,45.0,2.155,0.5,112,603908916,-40587656,228,302.0,,,818.0,2026-06-16 07:13:48+00:00,1,,46,112,2078,89,,83.0,10.14
27684,running,78,0.0,271.79,45.0,2.146,0.5,112,603908793,-40588031,227,302.0,,,814.0,2026-06-16 07:13:49+00:00,1,,46,112,2069,89,,82.9,10.17
27911,running,79,0.0,274.05,44.799999999999955,2.146,0.0,112,603908655,-40588334,227,302.0,,,814.0,2026-06-16 07:13:50+00:00,1,,46,112,2053,89,,82.9,10.17
28138,running,79,0.0,276.07,44.799999999999955,2.146,0.0,112,603908522,-40588558,227,302.0,,,814.0,2026-06-16 07:13:51+00:00,1,,46,112,2053,89,,82.9,10.17
28365,running,79,0.0,278.29,44.799999999999955,2.146,0.0,111,603908366,-40588890,227,302.0,,,814.0,2026-06-16 07:13:52+00:00,1,,38,111,2053,89,,82.9,10.17
28593,running,77,0.0,280.2,44.60000000000002,2.155,0.5,112,603908273,-40589161,228,310.0,,,839.0,2026-06-16 07:13:53+00:00,1,,39,112,2062,89,,85.2,10.15
28819,running,77,0.0,281.72,44.60000000000002,2.146,0.5,112,603908165,-40589328,226,310.0,,,836.0,2026-06-16 07:13:54+00:00,1,,39,112,2053,89,,85.1,10.18
29044,running,77,0.0,284.03,44.60000000000002,2.146,0.5,112,603908034,-40589703,225,306.0,,,825.0,2026-06-16 07:13:55+00:00,1,,39,112,2053,89,,84.0,10.17
29267,running,77,0.0,285.91,44.39999999999998,2.127,0.5,111,603907921,-40589957,223,307.0,,,818.0,2026-06-16 07:13:56+00:00,1,,41,111,2039,89,,83.4,10.19
29490,running,77,0.0,287.82,44.39999999999998,2.118,0.5,112,603907810,-40590185,223,307.0,,,814.0,2026-06-16 07:13:57+00:00,1,,42,112,2031,89,,83.2,10.22
29713,running,77,0.0,289.91,44.39999999999998,2.118,0.5,112,603907651,-40590437,223,307.0,,,814.0,2026-06-16 07:13:58+00:00,1,,42,112,2031,89,,83.2,10.22
29935,running,77,0.0,291.76,44.39999999999998,2.109,0.5,112,603907575,-40590761,222,307.0,,,811.0,2026-06-16 07:13:59+00:00,1,,42,112,2022,89,,83.1,10.25
30156,running,78,0.0,294.11,44.200000000000045,2.109,0.5,112,603907412,-40591102,221,307.0,,,811.0,2026-06-16 07:14:00+00:00,1,,42,112,2022,88,,83.1,10.25
30376,running,79,0.0,295.98,44.0,2.109,0.5,112,603907264,-40591213,220,303.0,,,800.0,2026-06-16 07:14:01+00:00,1,,42,112,2018,88,,82.1,10.25
30594,running,79,0.0,297.86,44.0,2.099,0.5,112,603907103,-40591499,218,300.0,,,787.0,2026-06-16 07:14:02+00:00,1,,42,112,2009,88,,80.6,10.24
30811,running,79,0.0,300.02,43.799999999999955,2.099,0.5,112,603906968,-40591819,217,300.0,,,787.0,2026-06-16 07:14:03+00:00,1,,42,112,2009,88,,80.6,10.24
31029,running,77,0.0,302.24,43.799999999999955,2.099,0.5,112,603906828,-40592097,218,312.0,,,817.0,2026-06-16 07:14:04+00:00,1,,42,112,2009,88,,83.7,10.24
31248,running,77,0.0,304.33,44.0,2.099,0.5,112,603906671,-40592347,219,312.0,,,817.0,2026-06-16 07:14:05+00:00,1,,42,112,2009,88,,83.7,10.24
31467,running,77,0.0,306.63,44.0,2.099,0.0,111,603906506,-40592665,219,312.0,,,817.0,2026-06-16 07:14:06+00:00,1,,40,111,2009,88,,83.7,10.24
31685,running,77,0.0,308.98,43.799999999999955,2.099,0.0,112,603906375,-40593042,218,312.0,,,817.0,2026-06-16 07:14:07+00:00,1,,40,112,1992,88,,83.7,10.24
31904,running,77,0.0,310.92,43.799999999999955,2.109,0.0,112,603906193,-40593162,219,311.0,,,821.0,2026-06-16 07:14:08+00:00,1,,40,112,2001,88,,84.2,10.25
32122,running,77,0.0,313.12,43.60000000000002,2.109,0.0,112,603906000,-40593467,218,311.0,,,821.0,2026-06-16 07:14:09+00:00,1,,40,112,2001,88,,84.2,10.25
32341,running,78,0.0,315.06,43.39999999999998,2.118,0.5,113,603905954,-40593768,219,307.0,,,814.0,2026-06-16 07:14:10+00:00,1,,40,113,2010,88,,83.2,10.22
32558,running,78,0.0,316.96,43.39999999999998,2.109,0.5,113,603905851,-40594006,217,307.0,,,811.0,2026-06-16 07:14:11+00:00,1,,40,113,2001,88,,83.1,10.25
32775,running,77,0.0,318.3,43.39999999999998,2.109,0.5,113,603905797,-40594273,217,311.0,,,821.0,2026-06-16 07:14:12+00:00,1,,40,113,2001,88,,84.2,10.25
