accumulated_power,activity_type,cadence,cycle_length16,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,power,stance_time,stance_time_balance,stance_time_percent,step_length,timestamp,unknown_107,unknown_134,unknown_135,unknown_136,unknown_140,unknown_143,unknown_90,vertical_oscillation,vertical_ratio
407616,running,84,0.0,3788.91,11.800000000000011,2.753,0.5,142,603841451,-40689352,296,272.0,,,983.0,2026-06-16 07:40:21+00:00,1,,51,142,2714,81,4,86.6,8.81
407913,running,84,0.0,3791.43,11.800000000000011,2.762,0.0,142,603841197,-40689165,297,272.0,,,986.0,2026-06-16 07:40:22+00:00,1,,51,142,2723,81,4,86.7,8.79
408210,running,84,0.0,3794.55,11.800000000000011,2.762,0.0,141,603840882,-40688964,297,272.0,,,986.0,2026-06-16 07:40:23+00:00,1,,51,141,2723,81,4,86.7,8.79
408507,running,84,0.0,3797.02,11.800000000000011,2.762,0.5,142,603840683,-40688708,297,272.0,,,986.0,2026-06-16 07:40:24+00:00,1,,50,142,2723,81,4,86.7,8.79
408805,running,84,0.0,3799.51,12.0,2.762,0.5,142,603840490,-40688349,298,272.0,,,986.0,2026-06-16 07:40:25+00:00,1,,50,142,2723,81,4,86.7,8.79
409103,running,84,0.0,3802.15,12.0,2.762,0.0,142,603840432,-40687989,298,272.0,,,986.0,2026-06-16 07:40:26+00:00,1,,50,142,2723,81,4,86.7,8.79
409402,running,83,55.35,3804.58,12.0,2.762,0.5,141,603840417,-40687550,299,274.0,,,998.0,2026-06-16 07:40:27+00:00,1,,46,141,2748,81,4,88.6,8.87
409702,running,83,0.0,3807.73,12.0,2.762,0.5,142,603840430,-40686984,300,274.0,,,998.0,2026-06-16 07:40:28+00:00,1,,47,142,2748,81,4,88.6,8.87
410002,running,82,0.0,3810.65,12.0,2.762,0.5,141,603840414,-40686539,300,274.0,,,998.0,2026-06-16 07:40:29+00:00,1,,47,141,2748,81,4,88.6,8.87
410302,running,82,0.0,3814.0,12.0,2.762,0.5,141,603840317,-40685941,300,278.0,,,1010.0,2026-06-16 07:40:30+00:00,1,,47,141,2748,81,4,89.8,8.89
410601,running,82,0.0,3817.0,11.800000000000011,2.762,0.5,141,603840228,-40685452,299,278.0,,,1010.0,2026-06-16 07:40:31+00:00,1,,47,141,2748,81,4,89.8,8.89
410903,running,82,0.0,3820.35,11.800000000000011,2.781,0.5,141,603840106,-40684952,302,277.0,,,1017.0,2026-06-16 07:40:32+00:00,1,,47,141,2767,81,4,90.3,8.88
411203,running,82,0.0,3823.16,11.600000000000023,2.781,0.5,142,603840047,-40684476,300,274.0,,,1005.0,2026-06-16 07:40:33+00:00,1,,50,142,2767,81,4,88.7,8.83
411503,running,84,0.0,3825.8,11.600000000000023,2.79,0.5,141,603839985,-40684119,300,271.0,,,996.0,2026-06-16 07:40:34+00:00,1,,51,141,2776,81,4,87.2,8.76
411802,running,85,0.0,3827.77,11.399999999999977,2.79,0.0,141,603840057,-40683745,299,268.0,,,984.0,2026-06-16 07:40:35+00:00,1,,51,141,2776,81,4,85.8,8.71
412098,running,86,0.0,3830.16,11.399999999999977,2.79,0.0,141,603840177,-40683393,296,266.0,,,973.0,2026-06-16 07:40:36+00:00,1,,51,141,2729,81,4,84.0,8.63
412390,running,86,0.0,3832.93,11.399999999999977,2.762,0.5,141,603840375,-40683036,292,266.0,,,963.0,2026-06-16 07:40:37+00:00,1,,51,141,2702,81,4,83.8,8.7
412680,running,86,0.0,3835.66,11.199999999999989,2.753,0.5,141,603840634,-40682739,290,267.0,,,960.0,2026-06-16 07:40:38+00:00,1,,51,141,2693,81,4,83.5,8.69
412970,running,85,0.0,3838.26,11.199999999999989,2.753,0.0,141,603840888,-40682572,290,269.0,,,971.0,2026-06-16 07:40:39+00:00,1,,51,141,2693,81,4,85.2,8.77
413261,running,83,0.0,3841.24,11.199999999999989,2.753,0.5,141,603841160,-40682267,291,275.0,,,994.0,2026-06-16 07:40:40+00:00,1,,51,141,2693,81,4,88.1,8.86
413552,running,82,0.0,3843.75,11.199999999999989,2.753,0.5,141,603841409,-40682039,291,275.0,,,994.0,2026-06-16 07:40:41+00:00,1,,51,141,2680,81,4,88.1,8.86
413843,running,82,0.0,3846.77,11.0,2.753,0.5,141,603841697,-40681922,291,278.0,,,1007.0,2026-06-16 07:40:42+00:00,1,,51,141,2680,81,4,89.7,8.91
414135,running,82,0.0,3849.88,11.0,2.762,0.5,141,603841989,-40681706,292,278.0,,,1010.0,2026-06-16 07:40:43+00:00,1,,51,141,2689,81,4,89.8,8.89
414428,running,82,0.0,3852.67,11.0,2.771,0.5,141,603842220,-40681544,293,277.0,,,1013.0,2026-06-16 07:40:44+00:00,1,,51,141,2698,81,4,90.2,8.9
414724,running,82,0.0,3855.24,11.0,2.79,0.5,141,603842475,-40681338,296,277.0,,,1020.0,2026-06-16 07:40:45+00:00,1,,51,141,2716,81,4,90.4,8.85
415020,running,82,0.0,3857.63,11.0,2.79,0.5,141,603842724,-40681154,296,277.0,,,1020.0,2026-06-16 07:40:46+00:00,1,,51,141,2729,81,4,90.4,8.85
415314,running,82,0.0,3860.27,11.0,2.781,0.5,140,603842967,-40681038,294,277.0,,,1017.0,2026-06-16 07:40:47+00:00,1,,60,140,2720,81,4,90.3,8.88
415606,running,82,0.0,3862.63,11.0,2.771,0.5,141,603843222,-40680842,292,277.0,,,1013.0,2026-06-16 07:40:48+00:00,1,,60,141,2711,81,4,90.2,8.9
415897,running,82,55.35,3864.97,11.0,2.762,0.5,141,603843442,-40680643,291,278.0,,,1010.0,2026-06-16 07:40:49+00:00,1,,60,141,2702,81,4,89.8,8.89
416185,running,83,0.0,3867.34,11.0,2.753,0.5,141,603843660,-40680497,288,275.0,,,994.0,2026-06-16 07:40:50+00:00,1,,60,141,2693,81,4,88.1,8.86
416472,running,83,0.0,3869.78,11.0,2.743,0.5,140,603843937,-40680292,287,275.0,,,991.0,2026-06-16 07:40:51+00:00,1,,55,140,2690,81,4,88.1,8.88
416758,running,83,0.0,3872.48,11.0,2.734,0.5,141,603844183,-40680161,286,275.0,,,988.0,2026-06-16 07:40:52+00:00,1,,56,141,2681,81,4,88.0,8.91
417045,running,82,0.0,3874.94,11.0,2.725,0.5,141,603844425,-40679995,287,278.0,,,996.0,2026-06-16 07:40:53+00:00,1,,56,141,2671,81,4,89.5,8.98
417334,running,81,0.0,3877.83,11.199999999999989,2.725,0.5,141,603844737,-40679886,289,278.0,,,996.0,2026-06-16 07:40:54+00:00,1,,56,141,2671,81,4,89.5,8.98
417622,running,81,0.0,3880.42,11.199999999999989,2.715,0.5,140,603845026,-40679898,288,279.0,,,993.0,2026-06-16 07:40:55+00:00,1,,57,140,2662,81,5,89.1,8.97
417909,running,82,0.0,3882.78,11.199999999999989,2.715,0.5,141,603845307,-40679871,287,279.0,,,993.0,2026-06-16 07:40:56+00:00,1,,58,141,2662,81,5,89.1,8.97
418196,running,82,70.92,3885.43,11.0,2.715,0.5,141,603845582,-40679972,287,279.0,,,993.0,2026-06-16 07:40:57+00:00,1,,58,141,2662,81,5,89.1,8.97
418482,running,82,0.0,3887.62,11.0,2.706,0.5,140,603845727,-40680227,286,279.0,,,989.0,2026-06-16 07:40:58+00:00,1,,60,140,2653,81,5,89.0,8.99
418768,running,82,91.31,3893.67,10.800000000000011,2.706,0.5,140,603845887,-40681320,286,276.0,,,978.0,2026-06-16 07:40:59+00:00,1,,60,140,2653,81,5,87.4,8.94
419053,running,82,91.31,3897.37,10.800000000000011,2.697,0.5,140,603845941,-40681886,285,276.0,,,974.0,2026-06-16 07:41:00+00:00,1,,60,140,2644,81,5,87.4,8.96
419342,running,81,91.31,3900.43,11.0,2.706,0.5,141,603845883,-40682326,289,282.0,,,1002.0,2026-06-16 07:41:01+00:00,1,,60,141,2653,81,5,90.6,9.04
419637,running,81,95.53,3903.02,11.0,2.743,0.5,140,603845884,-40682854,295,281.0,,,1016.0,2026-06-16 07:41:02+00:00,1,,61,140,2690,81,5,91.3,8.98
419934,running,81,95.53,3905.21,11.0,2.753,0.5,140,603846023,-40683202,297,281.0,,,1019.0,2026-06-16 07:41:03+00:00,1,,61,140,2699,81,5,91.4,8.96
420232,running,81,0.0,3907.63,11.0,2.753,0.5,140,603846178,-40683580,298,281.0,,,1019.0,2026-06-16 07:41:04+00:00,1,,61,140,2699,81,5,91.4,8.96
420529,running,81,95.53,3910.66,11.0,2.743,0.5,141,603846415,-40683981,297,281.0,,,1016.0,2026-06-16 07:41:05+00:00,1,,63,141,2690,81,5,91.3,8.98
420825,running,81,95.53,3913.52,11.0,2.743,0.5,140,603846627,-40684244,296,281.0,,,1016.0,2026-06-16 07:41:06+00:00,1,,61,140,2730,81,5,91.3,8.98
421123,running,80,0.0,3916.28,11.0,2.753,0.5,140,603846867,-40684451,298,281.0,,,1019.0,2026-06-16 07:41:07+00:00,1,,61,140,2739,81,5,91.4,8.96
421422,running,80,105.29,3918.84,11.199999999999989,2.753,0.5,141,603847063,-40684709,299,281.0,,,1019.0,2026-06-16 07:41:08+00:00,1,,59,141,2739,81,5,91.4,8.96
421722,running,81,105.29,3921.05,11.199999999999989,2.753,0.5,141,603847230,-40684916,300,281.0,,,1019.0,2026-06-16 07:41:09+00:00,1,,59,141,2739,81,5,91.4,8.96
422023,running,81,105.29,3922.81,11.199999999999989,2.753,0.5,141,603847388,-40685135,301,281.0,,,1019.0,2026-06-16 07:41:10+00:00,1,,59,141,2739,81,5,91.4,8.96
422323,running,81,105.29,3924.46,11.199999999999989,2.743,0.5,141,603847537,-40685352,300,281.0,,,1016.0,2026-06-16 07:41:11+00:00,1,,59,141,2748,81,5,91.3,8.98
422624,running,81,106.14,3926.79,11.399999999999977,2.734,0.5,141,603847768,-40685599,301,281.0,,,1012.0,2026-06-16 07:41:12+00:00,1,,59,141,2738,81,5,91.2,9.01
422925,running,81,0.0,3928.33,11.399999999999977,2.715,0.5,140,603847875,-40685736,301,282.0,,,1005.0,2026-06-16 07:41:13+00:00,1,,58,140,2720,81,5,90.7,9.02
423227,running,81,106.14,3930.05,11.600000000000023,2.706,0.5,141,603848044,-40685900,302,282.0,,,1002.0,2026-06-16 07:41:14+00:00,1,,58,141,2710,81,5,90.6,9.04
423533,running,77,106.14,3931.57,11.600000000000023,2.697,0.5,141,603848223,-40686105,306,298.0,,,1050.0,2026-06-16 07:41:15+00:00,1,,58,141,2701,81,5,96.2,9.15
423835,running,77,106.14,3933.3,11.800000000000011,2.631,0.0,141,603848381,-40686256,302,299.0,,,1025.0,2026-06-16 07:41:16+00:00,1,,58,141,2654,81,5,95.1,9.28
424121,running,76,106.14,3934.9,11.800000000000011,2.463,0.5,140,603848532,-40686421,286,303.0,,,959.0,2026-06-16 07:41:17+00:00,1,,63,140,2484,81,5,91.7,9.55
424396,running,76,106.14,3936.75,12.0,2.342,0.0,140,603848706,-40686608,275,310.0,,,924.0,2026-06-16 07:41:18+00:00,1,,63,140,2362,81,5,90.4,9.78
424663,running,76,106.14,3938.87,12.0,2.249,0.0,140,603848889,-40686856,267,313.0,,,887.0,2026-06-16 07:41:19+00:00,1,,63,140,2268,81,5,88.1,9.92
424931,running,76,106.14,3940.96,12.0,2.249,0.0,140,603849083,-40687022,268,313.0,,,887.0,2026-06-16 07:41:20+00:00,1,,63,140,2268,81,5,88.1,9.92
425200,running,76,106.14,3942.96,12.0,2.249,0.0,140,603849253,-40687245,269,313.0,,,887.0,2026-06-16 07:41:21+00:00,1,,63,140,2268,81,5,88.1,9.92
425471,running,76,106.14,3945.04,12.200000000000045,2.249,0.5,140,603849483,-40687408,271,313.0,,,887.0,2026-06-16 07:41:22+00:00,1,,63,140,2341,81,5,88.1,9.92
425743,running,76,0.0,3947.39,12.200000000000045,2.239,0.5,139,603849714,-40687595,272,313.0,,,883.0,2026-06-16 07:41:23+00:00,1,,68,139,2331,81,5,87.9,9.95
426018,running,76,106.14,3949.65,12.399999999999977,2.239,0.5,139,603849924,-40687749,275,313.0,,,883.0,2026-06-16 07:41:24+00:00,1,,68,139,2331,81,5,87.9,9.95
426301,running,76,106.14,3951.94,12.600000000000023,2.277,0.5,139,603850121,-40687852,283,307.0,,,887.0,2026-06-16 07:41:25+00:00,1,,68,139,2370,81,5,87.9,9.91
426589,running,76,106.14,3953.07,12.799999999999955,2.286,0.5,139,603850269,-40687948,288,307.0,,,890.0,2026-06-16 07:41:26+00:00,1,,68,139,2379,81,5,88.0,9.88
426891,running,76,106.14,3954.42,13.0,2.286,0.0,139,603850435,-40687728,302,312.0,,,902.0,2026-06-16 07:41:27+00:00,1,,68,139,2379,81,5,88.9,9.86
427186,running,76,106.14,3955.52,13.200000000000045,2.118,0.0,140,603850552,-40687633,295,316.0,,,836.0,2026-06-16 07:41:28+00:00,1,,69,140,2205,81,5,85.2,10.19
427483,running,76,0.0,3957.02,13.399999999999977,2.015,0.0,139,603850665,-40687493,297,318.0,,,795.0,2026-06-16 07:41:29+00:00,1,,69,139,2098,81,5,83.0,10.43
427778,running,71,106.14,3959.07,13.799999999999955,1.903,0.5,139,603850806,-40687169,295,341.0,,,793.0,2026-06-16 07:41:30+00:00,1,,69,139,2044,81,5,83.2,10.49
428084,running,71,0.0,3961.16,14.0,1.894,0.5,140,603850837,-40686815,306,348.0,,,800.0,2026-06-16 07:41:31+00:00,1,,69,140,2034,81,5,83.1,10.38
428420,running,70,0.0,3962.95,14.399999999999977,2.127,0.0,139,603850845,-40686522,336,380.0,,,911.0,2026-06-16 07:41:32+00:00,1,,69,139,2285,81,5,80.3,8.81
428771,running,70,106.14,3964.46,14.600000000000023,2.118,0.0,140,603850891,-40686280,351,380.0,,,907.0,2026-06-16 07:41:33+00:00,1,,68,140,2275,81,5,80.1,8.83
429127,running,70,106.14,3966.05,14.799999999999955,2.071,0.0,140,603850954,-40686039,356,382.0,,,887.0,2026-06-16 07:41:34+00:00,1,,68,140,2225,81,5,78.8,8.87
429461,running,72,106.14,3967.39,15.0,1.875,0.0,141,603850951,-40685832,334,342.0,,,781.0,2026-06-16 07:41:35+00:00,1,,66,141,2014,81,5,82.3,10.53
429801,running,72,0.0,3968.96,15.200000000000045,1.866,0.0,141,603850960,-40685568,340,342.0,,,777.0,2026-06-16 07:41:36+00:00,1,,66,141,2004,81,5,82.1,10.56
430129,running,72,106.14,3970.53,15.399999999999977,1.773,0.0,141,603851003,-40685298,328,344.0,,,738.0,2026-06-16 07:41:37+00:00,1,,66,141,2202,81,5,79.7,10.79
430446,running,69,0.0,3972.2,15.399999999999977,1.773,0.5,141,603851065,-40685017,317,394.0,,,759.0,2026-06-16 07:41:38+00:00,1,,66,141,2202,81,5,70.4,9.27
430760,running,69,106.14,3973.64,15.600000000000023,1.782,0.0,141,603851136,-40684809,314,401.0,,,774.0,2026-06-16 07:41:39+00:00,1,,66,141,2214,81,5,70.8,9.14
431070,running,69,0.0,3975.09,15.799999999999955,1.773,0.0,141,603851206,-40684595,310,402.0,,,770.0,2026-06-16 07:41:40+00:00,1,,66,141,2202,81,5,70.5,9.14
431376,running,69,106.14,3976.45,16.0,1.754,0.0,142,603851229,-40684415,306,402.0,,,762.0,2026-06-16 07:41:41+00:00,1,,72,142,2179,81,5,70.1,9.19
431677,running,69,0.0,3978.22,16.0,1.726,0.0,142,603851343,-40684117,301,403.0,,,750.0,2026-06-16 07:41:42+00:00,1,,72,142,2144,81,5,69.3,9.24
431975,running,69,106.14,3980.41,16.200000000000045,1.717,0.0,142,603851489,-40683800,298,404.0,,,746.0,2026-06-16 07:41:43+00:00,1,,72,142,2133,81,5,69.0,9.24
432271,running,69,105.29,3982.34,16.399999999999977,1.717,0.0,141,603851621,-40683568,296,404.0,,,746.0,2026-06-16 07:41:44+00:00,1,,81,141,2219,81,5,69.0,9.24
432578,running,69,97.01,3983.97,16.399999999999977,1.773,0.0,142,603851746,-40683377,307,402.0,,,770.0,2026-06-16 07:41:45+00:00,1,,83,142,2292,81,4,70.5,9.14
432892,running,69,95.53,3985.47,16.600000000000023,1.782,0.5,142,603851841,-40683242,314,394.0,,,763.0,2026-06-16 07:41:46+00:00,1,,83,142,2304,81,4,70.6,9.25
433210,running,71,0.0,3987.24,16.600000000000023,1.782,0.0,142,603851988,-40682999,318,350.0,,,753.0,2026-06-16 07:41:47+00:00,1,,83,142,2304,81,4,80.2,10.65
433528,running,72,0.0,3989.14,16.799999999999955,1.764,0.0,141,603852150,-40682771,318,345.0,,,734.0,2026-06-16 07:41:48+00:00,1,,90,141,2280,81,4,79.2,10.77
433840,running,72,85.5,3990.51,16.799999999999955,1.764,0.0,142,603852249,-40682592,312,345.0,,,734.0,2026-06-16 07:41:49+00:00,1,,91,142,2280,81,4,79.2,10.77
434153,running,72,0.0,3992.12,17.0,1.764,0.0,142,603852381,-40682421,313,345.0,,,734.0,2026-06-16 07:41:50+00:00,1,,91,142,2280,81,4,79.2,10.77
434465,running,72,79.95,3993.74,17.200000000000045,1.754,0.0,142,603852472,-40682228,312,345.0,,,730.0,2026-06-16 07:41:51+00:00,1,,91,142,2268,81,4,79.0,10.81
434777,running,72,0.0,3996.28,17.200000000000045,1.745,0.5,142,603852664,-40681881,312,339.0,,,717.0,2026-06-16 07:41:52+00:00,1,,91,142,2256,81,4,78.5,10.95
435089,running,73,79.41,3997.96,17.399999999999977,1.745,0.0,142,603852781,-40681701,312,339.0,,,717.0,2026-06-16 07:41:53+00:00,1,,91,142,2256,81,4,78.5,10.95
435401,running,73,0.0,3999.32,17.600000000000023,1.754,0.5,142,603852867,-40681487,312,339.0,,,720.0,2026-06-16 07:41:54+00:00,1,,91,142,2268,81,4,78.7,10.92
435712,running,73,0.0,4000.69,17.600000000000023,1.754,0.0,142,603852980,-40681349,311,339.0,,,720.0,2026-06-16 07:41:55+00:00,1,,91,142,2268,81,4,78.7,10.92
436011,running,72,76.87,4002.62,17.799999999999955,1.68,0.5,142,603853168,-40681112,299,341.0,,,690.0,2026-06-16 07:41:56+00:00,1,,91,142,2171,81,4,76.6,11.1
436310,running,72,76.64,4004.69,17.799999999999955,1.68,0.5,141,603853337,-40680810,299,341.0,,,690.0,2026-06-16 07:41:57+00:00,1,,101,141,2121,81,4,76.6,11.1
436609,running,73,74.73,4006.54,18.0,1.68,0.0,142,603853468,-40680588,299,341.0,,,690.0,2026-06-16 07:41:58+00:00,1,,102,142,2121,81,4,76.6,11.1
436910,running,73,70.5,4008.31,18.200000000000045,1.726,0.5,142,603853673,-40680441,301,340.0,,,709.0,2026-06-16 07:41:59+00:00,1,,102,142,2180,81,4,77.8,10.97
437211,running,73,70.5,4010.78,18.200000000000045,1.736,0.5,142,603853879,-40680205,301,339.0,,,713.0,2026-06-16 07:42:00+00:00,1,,102,142,2192,80,3,78.3,10.99
437513,running,74,70.5,4012.94,18.399999999999977,1.745,0.5,142,603853992,-40679836,302,334.0,,,707.0,2026-06-16 07:42:01+00:00,1,,102,142,2204,80,3,77.9,11.01
437822,running,74,62.64,4014.92,18.600000000000023,1.801,0.5,142,603854030,-40679506,309,333.0,,,730.0,2026-06-16 07:42:02+00:00,1,,102,142,2274,80,3,79.2,10.85
438129,running,74,60.95,4016.49,18.600000000000023,1.81,0.0,142,603853998,-40679260,307,332.0,,,733.0,2026-06-16 07:42:03+00:00,1,,102,142,2258,80,3,79.7,10.86
438434,running,73,55.55,4017.99,18.799999999999955,1.819,0.5,142,603853969,-40678976,305,332.0,,,737.0,2026-06-16 07:42:04+00:00,1,,102,142,2270,80,3,79.9,10.83
438734,running,73,55.55,4019.38,18.799999999999955,1.81,0.5,142,603853928,-40678751,300,338.0,,,743.0,2026-06-16 07:42:05+00:00,1,,102,142,2258,80,3,80.0,10.76
439029,running,73,55.24,4020.21,19.0,1.801,0.5,143,603853852,-40678582,295,338.0,,,740.0,2026-06-16 07:42:06+00:00,1,,80,143,2247,80,3,79.9,10.79
439319,running,73,50.16,4021.14,19.0,1.782,0.5,143,603853708,-40678443,290,338.0,,,732.0,2026-06-16 07:42:07+00:00,1,,80,143,2223,80,3,79.5,10.86
439601,running,73,50.16,4022.66,19.0,1.754,0.5,143,603853589,-40678315,282,339.0,,,720.0,2026-06-16 07:42:08+00:00,1,,80,143,2188,80,3,78.7,10.92
439875,running,72,49.12,4023.64,19.200000000000045,1.717,0.5,143,603853501,-40678233,274,340.0,,,705.0,2026-06-16 07:42:09+00:00,1,,80,143,2142,80,3,77.7,11.01
440143,running,72,49.12,4024.67,19.200000000000045,1.708,0.0,144,603853427,-40678068,268,346.0,,,711.0,2026-06-16 07:42:10+00:00,1,,57,144,2130,80,3,77.8,10.93
440404,running,71,49.12,4026.72,19.200000000000045,1.68,0.0,143,603853266,-40677803,261,353.0,,,709.0,2026-06-16 07:42:11+00:00,1,,54,143,2034,80,3,77.1,10.87
440660,running,71,49.12,4028.35,19.200000000000045,1.661,0.0,143,603853159,-40677612,256,353.0,,,701.0,2026-06-16 07:42:12+00:00,1,,54,143,2011,80,3,76.8,10.94
440909,running,71,50.44,4029.87,19.200000000000045,1.633,0.0,144,603853100,-40677448,249,354.0,,,689.0,2026-06-16 07:42:13+00:00,1,,53,144,1977,80,3,75.9,11.0
441155,running,72,55.24,4031.13,19.399999999999977,1.633,0.0,143,603853042,-40677233,246,347.0,,,680.0,2026-06-16 07:42:14+00:00,1,,53,143,1977,80,3,76.0,11.17
441394,running,72,55.24,4032.24,19.399999999999977,1.596,0.5,143,603852972,-40677043,239,342.0,,,655.0,2026-06-16 07:42:15+00:00,1,,53,143,1932,80,3,74.7,11.4
441623,running,74,55.24,4033.37,19.399999999999977,1.521,0.0,143,603852878,-40676900,229,339.0,,,616.0,2026-06-16 07:42:16+00:00,1,,53,143,1842,80,3,72.2,11.72
441847,running,76,55.24,4034.66,19.399999999999977,1.484,0.0,143,603852806,-40676765,224,330.0,,,585.0,2026-06-16 07:42:17+00:00,1,,53,143,1797,80,3,70.5,12.03
442061,running,76,55.24,4035.82,19.399999999999977,1.409,0.0,143,603852725,-40676630,214,331.0,,,556.0,2026-06-16 07:42:18+00:00,1,,53,143,1706,80,3,68.9,12.39
442272,running,77,55.24,4036.75,19.600000000000023,1.39,0.0,143,603852651,-40676435,211,327.0,,,541.0,2026-06-16 07:42:19+00:00,1,,53,143,1648,80,3,67.9,12.55
442478,running,77,55.24,4038.2,19.600000000000023,1.344,0.0,143,603852591,-40676302,206,328.0,,,523.0,2026-06-16 07:42:20+00:00,1,,53,143,1593,80,3,66.9,12.78
442682,running,76,55.24,4039.15,19.600000000000023,1.344,0.0,142,603852510,-40676110,204,333.0,,,530.0,2026-06-16 07:42:21+00:00,1,,55,142,1593,80,3,67.1,12.66
442879,running,75,55.24,4040.41,19.799999999999955,1.306,0.0,142,603852421,-40675966,197,338.0,,,522.0,2026-06-16 07:42:22+00:00,1,,55,142,1549,80,3,66.7,12.78
443076,running,75,55.24,4041.89,19.799999999999955,1.325,0.0,142,603852264,-40675782,197,338.0,,,529.0,2026-06-16 07:42:23+00:00,1,,55,142,1571,80,3,67.1,12.66
443272,running,75,55.24,4043.43,19.799999999999955,1.325,0.0,141,603852163,-40675636,196,338.0,,,529.0,2026-06-16 07:42:24+00:00,1,,53,141,1571,80,3,67.1,12.66
443471,running,75,55.24,4044.66,20.0,1.372,0.0,141,603852112,-40675478,199,337.0,,,548.0,2026-06-16 07:42:25+00:00,1,,53,141,1626,80,3,68.2,12.44
443670,running,75,58.1,4045.74,20.0,1.372,0.0,141,603852036,-40675333,199,337.0,,,548.0,2026-06-16 07:42:26+00:00,1,,53,141,1626,80,3,68.2,12.44
443868,running,75,60.75,4046.93,20.0,1.372,0.0,140,603851949,-40675161,198,337.0,,,548.0,2026-06-16 07:42:27+00:00,1,,49,140,1604,80,3,68.2,12.44
444063,running,75,62.46,4047.9,20.200000000000045,1.344,0.0,140,603851890,-40675075,195,337.0,,,537.0,2026-06-16 07:42:28+00:00,1,,49,140,1571,80,3,67.7,12.6
444255,running,75,62.46,4049.11,20.200000000000045,1.325,0.0,140,603851807,-40674864,192,338.0,,,529.0,2026-06-16 07:42:29+00:00,1,,49,140,1549,80,3,67.1,12.66
444442,running,75,62.46,4050.73,20.200000000000045,1.288,0.0,139,603851719,-40674661,187,339.0,,,515.0,2026-06-16 07:42:30+00:00,1,,44,139,1506,80,3,66.1,12.84
444627,running,74,62.46,4052.33,20.200000000000045,1.288,0.0,139,603851618,-40674375,185,344.0,,,522.0,2026-06-16 07:42:31+00:00,1,,44,139,1506,80,3,66.3,12.71
444817,running,74,62.46,4054.05,20.200000000000045,1.344,0.0,139,603851563,-40674200,190,342.0,,,544.0,2026-06-16 07:42:32+00:00,1,,44,139,1571,80,3,68.0,12.49
445010,running,74,63.55,4055.23,20.200000000000045,1.381,0.0,139,603851551,-40674005,193,342.0,,,559.0,2026-06-16 07:42:33+00:00,1,,44,139,1615,80,3,68.7,12.27
445203,running,74,63.55,4056.4,20.399999999999977,1.381,0.0,138,603851547,-40673807,193,342.0,,,559.0,2026-06-16 07:42:34+00:00,1,,50,138,1615,80,3,68.7,12.27
445396,running,74,63.55,4057.72,20.399999999999977,1.381,0.0,138,603851506,-40673598,193,342.0,,,559.0,2026-06-16 07:42:35+00:00,1,,50,138,1577,80,3,68.7,12.27
445583,running,74,63.55,4059.2,20.399999999999977,1.344,0.0,138,603851428,-40673256,187,342.0,,,544.0,2026-06-16 07:42:36+00:00,1,,50,138,1534,80,3,68.0,12.49
445768,running,74,63.55,4060.87,20.399999999999977,1.325,0.5,138,603851345,-40673017,185,343.0,,,537.0,2026-06-16 07:42:37+00:00,1,,50,138,1513,80,3,67.3,12.54
445952,running,74,63.55,4062.71,20.600000000000023,1.325,0.5,138,603851309,-40672741,184,343.0,,,537.0,2026-06-16 07:42:38+00:00,1,,50,138,1513,80,3,67.3,12.54
446138,running,74,63.55,4064.86,20.600000000000023,1.344,0.5,137,603851257,-40672419,186,342.0,,,544.0,2026-06-16 07:42:39+00:00,1,,50,137,1534,80,3,68.0,12.49
446325,running,74,0.0,4066.84,20.600000000000023,1.362,0.0,137,603851220,-40672036,187,342.0,,,552.0,2026-06-16 07:42:40+00:00,1,,50,137,1555,80,2,68.3,12.38
446516,running,74,66.03,4068.42,20.600000000000023,1.39,0.0,137,603851180,-40671836,191,341.0,,,563.0,2026-06-16 07:42:41+00:00,1,,50,137,1550,80,2,69.2,12.28
446710,running,74,66.03,4069.83,20.799999999999955,1.409,0.0,137,603851143,-40671599,194,341.0,,,571.0,2026-06-16 07:42:42+00:00,1,,50,137,1571,80,2,69.5,12.18
446907,running,75,66.03,4071.54,20.799999999999955,1.409,0.0,136,603851116,-40671285,197,336.0,,,563.0,2026-06-16 07:42:43+00:00,1,,41,136,1571,80,2,69.2,12.28
447106,running,75,66.03,4073.17,20.799999999999955,1.409,0.0,136,603851059,-40670978,199,336.0,,,563.0,2026-06-16 07:42:44+00:00,1,,41,136,1571,80,2,69.2,12.28
447308,running,76,66.03,4074.88,21.0,1.418,0.0,136,603851066,-40670696,202,331.0,,,559.0,2026-06-16 07:42:45+00:00,1,,41,136,1581,80,2,69.0,12.33
447510,running,75,66.03,4077.29,21.0,1.418,0.5,136,603851058,-40670328,202,331.0,,,559.0,2026-06-16 07:42:46+00:00,1,,41,136,1581,80,2,69.0,12.33
447714,running,76,66.03,4080.3,21.200000000000045,1.428,0.0,135,603851003,-40669799,204,331.0,,,563.0,2026-06-16 07:42:47+00:00,1,,36,135,1592,80,2,69.2,12.28
447922,running,76,66.03,4082.68,21.200000000000045,1.456,0.0,135,603851013,-40669436,208,330.0,,,574.0,2026-06-16 07:42:48+00:00,1,,36,135,1621,80,2,70.0,12.18
